YEARS,CO2EQ
2169,281.69873
2170,281.69873
2171,281.69873
2172,281.69873
2173,281.69873
2174,281.69873
2175,281.69873
2176,281.69873
2177,281.69873
2178,281.69873
2179,281.69873
2180,281.69873
2181,281.69873
2182,281.69873
2183,281.69873
2184,281.69873
2185,281.69873
2186,281.69873
2187,281.69873
2188,281.69873
2189,281.69873
2190,281.69873
2191,281.69873
2192,281.69873
2193,281.69873
2194,281.69873
2195,281.69873
2196,281.69873
2197,281.69873
2198,281.69873
2199,281.69873
2200,281.69873
2201,281.69873
2202,281.69873
2203,281.69873
2204,281.69873
2205,281.69873
2206,281.69873
2207,281.69873
2208,281.69873
2209,281.69873
2210,281.69873
2211,281.69873
2212,281.69873
2213,281.69873
2214,281.69873
2215,281.69873
2216,281.69873
2217,281.69873
2218,281.69873
2219,281.69873
2220,281.69873
2221,281.69873
2222,281.69873
2223,281.69873
2224,281.69873
2225,281.69873
2226,281.69873
2227,281.69873
2228,281.69873
2229,281.69873
2230,281.69873
2231,281.69873
2232,281.69873
2233,281.69873
2234,281.69873
2235,281.69873
2236,281.69873
2237,281.69873
2238,281.69873
2239,281.69873
2240,281.69873
2241,281.69873
2242,281.69873
2243,281.69873
2244,281.69873
2245,281.69873
2246,281.69873
2247,281.69873
2248,281.69873
2249,281.69873
2250,281.69873
2251,281.69873
2252,281.69873
2253,281.69873
2254,281.69873
2255,281.69873
2256,281.69873
2257,281.69873
2258,281.69873
2259,281.69873
2260,281.69873
2261,281.69873
2262,281.69873
2263,281.69873
2264,281.69873
2265,281.69873
2266,281.69873
2267,281.69873
2268,281.69873
2269,281.69873
2270,281.69873
2271,281.69873
2272,281.69873
2273,281.69873
2274,281.69873
2275,281.69873
2276,281.69873
2277,281.69873
2278,281.69873
2279,281.69873
2280,281.69873
2281,281.69873
2282,281.69873
2283,281.69873
2284,281.69873
2285,281.69873
2286,281.69873
2287,281.69873
2288,281.69873
2289,281.69873
2290,281.69873
2291,281.69873
2292,281.69873
2293,281.69873
2294,281.69873
2295,281.69873
2296,281.69873
2297,281.69873
2298,281.69873
2299,281.69873
2300,281.69873
2301,281.69873
2302,281.69873
2303,281.69873
2304,281.69873
2305,281.69873
2306,281.69873
2307,281.69873
2308,281.69873
2309,281.69873
2310,281.69873
2311,281.69873
2312,281.69873
2313,281.69873
2314,281.69873
2315,281.69873
2316,281.69873
2317,281.69873
2318,281.69873
2319,281.69873
2320,281.69873
2321,281.69873
2322,281.69873
2323,281.69873
2324,281.69873
2325,281.69873
2326,281.69873
2327,281.69873
2328,281.69873
2329,281.69873
2330,281.69873
2331,281.69873
2332,281.69873
2333,281.69873
2334,281.69873
2335,281.69873
2336,281.69873
2337,281.69873
2338,281.69873
2339,281.69873
2340,281.69873
2341,281.69873
2342,281.69873
2343,281.69873
2344,281.69873
2345,281.69873
2346,281.69873
2347,281.69873
2348,281.69873
2349,281.69873
2350,281.69873
2351,281.69873
2352,281.69873
2353,281.69873
2354,281.69873
2355,281.69873
2356,281.69873
2357,281.69873
2358,281.69873
2359,281.69873
2360,281.69873
2361,281.69873
2362,281.69873
2363,281.69873
2364,281.69873
2365,281.69873
2366,281.69873
2367,281.69873
2368,281.69873
2369,281.69873
2370,281.69873
2371,281.69873
2372,281.69873
2373,281.69873
2374,281.69873
2375,281.69873
2376,281.69873
2377,281.69873
2378,281.69873
2379,281.69873
2380,281.69873
2381,281.69873
2382,281.69873
2383,281.69873
2384,281.69873
2385,281.69873
2386,281.69873
2387,281.69873
2388,281.69873
2389,281.69873
2390,281.69873
2391,281.69873
2392,281.69873
2393,281.69873
2394,281.69873
2395,281.69873
2396,281.69873
2397,281.69873
2398,281.69873
2399,281.69873
2400,281.69873
2401,281.69873
2402,281.69873
2403,281.69873
2404,281.69873
2405,281.69873
2406,281.69873
2407,281.69873
2408,281.69873
2409,281.69873
2410,281.69873
2411,281.69873
2412,281.69873
2413,281.69873
2414,281.69873
2415,281.69873
2416,281.69873
2417,281.69873
2418,281.69873
2419,281.69873
2420,281.69873
2421,281.69873
2422,281.69873
2423,281.69873
2424,281.69873
2425,281.69873
2426,281.69873
2427,281.69873
2428,281.69873
2429,281.69873
2430,281.69873
2431,281.69873
2432,281.69873
2433,281.69873
2434,281.69873
2435,281.69873
2436,281.69873
2437,281.69873
2438,281.69873
2439,281.69873
2440,281.69873
2441,281.69873
2442,281.69873
2443,281.69873
2444,281.69873
2445,281.69873
2446,281.69873
2447,281.69873
2448,281.69873
2449,281.69873
2450,281.69873
2451,281.69873
2452,281.69873
2453,281.69873
2454,281.69873
2455,281.69873
2456,281.69873
2457,281.69873
2458,281.69873
2459,281.69873
2460,281.69873
2461,281.69873
2462,281.69873
2463,281.69873
2464,281.69873
2465,281.69873
2466,281.69873
2467,281.69873
2468,281.69873
2469,281.69873
2470,281.69873
2471,281.69873
2472,281.69873
2473,281.69873
2474,281.69873
2475,281.69873
2476,281.69873
2477,281.69873
2478,281.69873
2479,281.69873
2480,281.69873
2481,281.69873
2482,281.69873
2483,281.69873
2484,281.69873
2485,281.69873
2486,281.69873
2487,281.69873
2488,281.69873
2489,281.69873
2490,281.69873
2491,281.69873
2492,281.69873
2493,281.69873
2494,281.69873
2495,281.69873
2496,281.69873
2497,281.69873
2498,281.69873
2499,281.69873
2500,281.69873
2501,281.69873
2502,281.69873
2503,281.69873
2504,281.69873
2505,281.69873
2506,281.69873
2507,281.69873
2508,281.69873
2509,281.69873
2510,281.69873
2511,281.69873
2512,281.69873
2513,281.69873
2514,281.69873
2515,281.69873
2516,281.69873
2517,281.69873
2518,281.69873
2519,281.69873
2520,281.69873
2521,281.69873
2522,281.69873
2523,281.69873
2524,281.69873
2525,281.69873
2526,281.69873
2527,281.69873
2528,281.69873
2529,281.69873
2530,281.69873
2531,281.69873
2532,281.69873
2533,281.69873
2534,281.69873
2535,281.69873
2536,281.69873
2537,281.69873
2538,281.69873
2539,281.69873
2540,281.69873
2541,281.69873
2542,281.69873
2543,281.69873
2544,281.69873
2545,281.69873
2546,281.69873
2547,281.69873
2548,281.69873
2549,281.69873
2550,281.69873
2551,281.69873
2552,281.69873
2553,281.69873
2554,281.69873
2555,281.69873
2556,281.69873
2557,281.69873
2558,281.69873
2559,281.69873
2560,281.69873
2561,281.69873
2562,281.69873
2563,281.69873
2564,281.69873
2565,281.69873
2566,281.69873
2567,281.69873
2568,281.69873
2569,281.69873
2570,281.69873
2571,281.69873
2572,281.69873
2573,281.69873
2574,281.69873
2575,281.69873
2576,281.69873
2577,281.69873
2578,281.69873
2579,281.69873
2580,281.69873
2581,281.69873
2582,281.69873
2583,281.69873
2584,281.69873
2585,281.69873
2586,281.69873
2587,281.69873
2588,281.69873
2589,281.69873
2590,281.69873
2591,281.69873
2592,281.69873
2593,281.69873
2594,281.69873
2595,281.69873
2596,281.69873
2597,281.69873
2598,281.69873
2599,281.69873
2600,281.69873
2601,281.69873
2602,281.69873
2603,281.69873
2604,281.69873
2605,281.69873
2606,281.69873
2607,281.69873
2608,281.69873
2609,281.69873
2610,281.69873
2611,281.69873
2612,281.69873
2613,281.69873
2614,281.69873
2615,281.69873
2616,281.69873
2617,281.69873
2618,281.69873
2619,281.69873
2620,281.69873
2621,281.69873
2622,281.69873
2623,281.69873
2624,281.69873
2625,281.69873
2626,281.69873
2627,281.69873
2628,281.69873
2629,281.69873
2630,281.69873
2631,281.69873
2632,281.69873
2633,281.69873
2634,281.69873
2635,281.69873
2636,281.69873
2637,281.69873
2638,281.69873
2639,281.69873
2640,281.69873
2641,281.69873
2642,281.69873
2643,281.69873
2644,281.69873
2645,281.69873
2646,281.69873
2647,281.69873
2648,281.69873
2649,281.69873
2650,281.69873
2651,281.69873
2652,281.69873
2653,281.69873
2654,281.69873
2655,281.69873
2656,281.69873
2657,281.69873
2658,281.69873
2659,281.69873
2660,281.69873
2661,281.69873
2662,281.69873
2663,281.69873
2664,281.69873
2665,281.69873
2666,281.69873
2667,281.69873
2668,281.69873
2669,281.69873
2670,281.69873
2671,281.69873
2672,281.69873
2673,281.69873
2674,281.69873
2675,281.69873
2676,281.69873
2677,281.69873
2678,281.69873
2679,281.69873
2680,281.69873
2681,281.69873
2682,281.69873
2683,281.69873
2684,281.69873
2685,281.69873
2686,281.69873
2687,281.69873
2688,281.69873
2689,281.69873
2690,281.69873
2691,281.69873
2692,281.69873
2693,281.69873
2694,281.69873
2695,281.69873
2696,281.69873
2697,281.69873
2698,281.69873
2699,281.69873
2700,281.69873
2701,281.69873
2702,281.69873
2703,281.69873
2704,281.69873
2705,281.69873
2706,281.69873
2707,281.69873
2708,281.69873
2709,281.69873
2710,281.69873
2711,281.69873
2712,281.69873
2713,281.69873
2714,281.69873
2715,281.69873
2716,281.69873
2717,281.69873
2718,281.69873
2719,281.69873
2720,281.69873
2721,281.69873
2722,281.69873
2723,281.69873
2724,281.69873
2725,281.69873
2726,281.69873
2727,281.69873
2728,281.69873
2729,281.69873
2730,281.69873
2731,281.69873
2732,281.69873
2733,281.69873
2734,281.69873
2735,281.69873
2736,281.69873
2737,281.69873
2738,281.69873
2739,281.69873
2740,281.69873
2741,281.69873
2742,281.69873
2743,281.69873
2744,281.69873
2745,281.69873
2746,281.69873
2747,281.69873
2748,281.69873
2749,281.69873
2750,281.69873
2751,281.69873
2752,281.69873
2753,281.69873
2754,281.69873
2755,281.69873
2756,281.69873
2757,281.69873
2758,281.69873
2759,281.69873
2760,281.69873
2761,281.69873
2762,281.69873
2763,281.69873
2764,281.69873
2765,281.69873
2766,281.69873
2767,281.69873
2768,281.69873
2769,281.69873
2770,281.69873
2771,281.69873
2772,281.69873
2773,281.69873
2774,281.69873
2775,281.69873
2776,281.69873
2777,281.69873
2778,281.69873
2779,281.69873
2780,281.69873
2781,281.69873
2782,281.69873
2783,281.69873
2784,281.69873
2785,281.69873
2786,281.69873
2787,281.69873
2788,281.69873
2789,281.69873
2790,281.69873
2791,281.69873
2792,281.69873
2793,281.69873
2794,281.69873
2795,281.69873
2796,281.69873
2797,281.69873
2798,281.69873
2799,281.69873
2800,281.69873
